2.2624,18.166,1.849,17.083,0.85233,16.492,-0.1554,15.919,-1.3016,15.749,-2.4124,15.418,-3.4986,15.014,-4.6295,14.761,-5.659,14.229,-6.7673,13.89,-7.8929,13.614,-8.9802,13.213,-10.135,13.115,-11.176,12.606,-12.332,12.519,-13.443,12.192,-14.589,12.021,-15.706,11.712,-16.865,11.687,-17.995,11.43,-19.149,11.321,-20.307,11.283,-21.466,11.279,-22.625,11.263,-23.783,11.276,-24.939,11.368,-26.079,11.573,-27.238,11.597,-28.358,11.894,-29.507,12.046,-30.63,12.332,-31.782,12.458,-32.891,12.795,-34.048,12.863,-35.117,13.31,-36.208,13.7,-37.36,13.833,-38.41,14.323,-39.52,14.655,-40.631,14.987,-41.775,15.171,-42.918,15.362,-44.011,15.746,-45.039,16.282,-45.617,17.286,-45.777,18.434,-45.52,19.564,-44.728,20.41,-43.618,20.743,-42.476,20.942,-41.357,21.242,-40.206,21.38,-39.135,21.822,-38.009,22.095,-36.903,22.442,-35.744,22.478,-34.621,22.762,-33.468,22.884,-32.327,23.086,-31.176,23.22,-30.024,23.344,-28.872,23.469,-27.717,23.565,-26.561,23.644,-25.404,23.713,-24.247,23.774,-23.09,23.849,-21.931,23.868,-20.772,23.876,-19.614,23.863,-18.457,23.794,-17.298,23.772,-16.142,23.689,-14.988,23.587,-13.83,23.541,-12.675,23.44,-11.522,23.322,-10.367,23.228,-9.2128,23.128,-8.0844,22.864,-6.9424,22.667,-5.8053,22.443,-4.6666,22.228,-3.5281,22.011,-2.3905,21.79,-1.2511,21.579,-0.11453,21.352,1.011,21.076,1.9488,20.395,2.3781,19.319
40.683,-1.9367,40.942,-3.3983,40.994,-4.8816,40.13,-6.0885,39.939,-7.5604,39.037,-8.7392,37.881,-9.6707,36.91,-10.793,35.578,-11.448,34.262,-12.134,33.013,-12.936,31.597,-13.38,30.272,-14.049,28.919,-14.659,27.496,-15.081,26.127,-15.656,24.701,-16.067,23.302,-16.562,21.86,-16.915,20.438,-17.341,18.993,-17.676,17.563,-18.075,16.124,-18.439,14.674,-18.757,13.221,-19.058,11.754,-19.286,10.301,-19.588,8.8498,-19.899,7.3825,-20.122,5.9132,-20.332,4.4493,-20.577,2.9682,-20.673,1.5002,-20.892,0.017035,-20.948,-1.4672,-20.959,-2.9501,-21.022,-4.4298,-20.907,-5.9116,-20.821,-7.3695,-20.543,-8.7996,-20.146,-10.181,-19.603,-11.463,-18.854,-12.526,-17.819,-13.511,-16.708,-14.109,-15.35,-14.438,-13.903,-14.624,-12.43,-14.339,-10.974,-13.978,-9.5342,-13.37,-8.1802,-12.487,-6.9876,-11.454,-5.921,-10.231,-5.0808,-9.0161,-4.228,-7.6773,-3.5872,-6.4345,-2.7759,-4.9847,-2.4579,-3.7538,-1.6286,-2.3353,-1.1918,-0.98141,-0.58355,0.49793,-0.46311,1.8659,0.11262,3.3433,0.25556,4.7067,0.84206,6.1242,1.2822,7.57,1.6178,9.0217,1.9269,10.46,2.2931,11.841,2.8379,13.259,3.2743,14.725,3.5088,16.187,3.7651,17.634,4.0943,19.104,4.2976,20.57,4.5338,22.047,4.6718,23.515,4.8924,24.999,4.9065,26.459,5.175,27.929,4.9667,29.408,4.8465,30.886,4.9825,32.352,5.2155,33.786,4.8345,35.163,4.2803,36.617,3.9824,37.704,2.9719,38.822,1.9948,39.713,0.80802,40.472,-0.46768
17.328,-7.3467,17.315,-8.636,16.606,-9.7133,15.707,-10.637,14.731,-11.48,13.762,-12.33,12.871,-13.262,11.943,-14.158,10.977,-15.012,9.9519,-15.794,8.9829,-16.645,7.9592,-17.429,6.8456,-18.079,5.8484,-18.897,4.6745,-19.43,3.5896,-20.127,2.5221,-20.85,1.3275,-21.336,0.18434,-21.932,-1.0348,-22.352,-2.1841,-22.936,-3.4161,-23.317,-4.6075,-23.81,-5.8333,-24.21,-7.0828,-24.529,-8.3223,-24.884,-9.5723,-25.2,-10.825,-25.507,-12.103,-25.673,-13.347,-26.013,-14.636,-25.959,-15.862,-26.357,-17.149,-26.279,-18.425,-26.465,-19.714,-26.439,-21.003,-26.383,-22.288,-26.284,-23.568,-26.126,-24.851,-25.994,-26.126,-25.802,-27.396,-25.58,-28.671,-25.388,-29.95,-25.224,-31.226,-25.04,-32.429,-24.575,-33.221,-23.558,-33.223,-22.268,-32.57,-21.157,-31.685,-20.219,-30.727,-19.356,-29.786,-18.475,-28.867,-17.57,-27.95,-16.664,-26.995,-15.797,-26.004,-14.972,-25.04,-14.115,-23.975,-13.39,-22.931,-12.632,-21.804,-12.005,-20.784,-11.217,-19.593,-10.723,-18.482,-10.067,-17.309,-9.5338,-16.142,-8.9845,-14.952,-8.489,-13.791,-7.9283,-12.542,-7.6063,-11.374,-7.0591,-10.133,-6.7116,-8.8833,-6.3925,-7.6411,-6.0468,-6.3884,-5.7413,-5.115,-5.5386,-3.869,-5.2067,-2.5796,-5.2029,-1.3478,-4.8217,-0.058629,-4.7951,1.2132,-4.5826,2.5002,-4.6608,3.786,-4.5637,5.0737,-4.4973,6.3529,-4.6595,7.6355,-4.792,8.9106,-4.9834,10.192,-5.1261,11.466,-5.3266,12.734,-5.5608,14.016,-5.6992,15.261,-6.0337,16.511,-6.3491
10.384,-10.465,10.193,-11.844,9.3536,-12.955,8.0507,-13.444,6.6587,-13.451,5.271,-13.343,3.879,-13.347,2.4935,-13.481,1.1448,-13.826,-0.20362,-14.171,-1.5525,-14.515,-2.8966,-14.876,-4.2466,-15.216,-5.6001,-15.541,-6.9618,-15.829,-8.3163,-16.15,-9.6797,-16.431,-11.034,-16.753,-12.38,-17.107,-13.707,-17.527,-14.976,-18.1,-16.157,-18.837,-17.375,-19.511,-18.726,-19.844,-20.117,-19.909,-21.49,-19.681,-22.881,-19.635,-24.273,-19.652,-25.66,-19.764,-27.049,-19.852,-28.425,-20.062,-29.797,-20.297,-31.183,-20.43,-32.564,-20.608,-33.946,-20.77,-35.33,-20.919,-36.71,-21.101,-38.076,-21.371,-39.458,-21.534,-40.774,-21.987,-42.045,-22.555,-43.276,-23.206,-44.633,-23.515,-45.995,-23.227,-47.099,-22.38,-47.56,-21.067,-47.387,-19.686,-46.552,-18.572,-45.279,-18.008,-43.887,-18.007,-42.511,-18.218,-41.119,-18.216,-39.737,-18.053,-38.401,-17.663,-37.049,-17.331,-35.716,-16.93,-34.358,-16.624,-33.023,-16.229,-31.65,-16.002,-30.306,-15.64,-28.941,-15.368,-27.612,-14.953,-26.262,-14.615,-24.907,-14.297,-23.685,-13.631,-22.393,-13.112,-21.201,-12.394,-19.865,-12.001,-18.475,-11.933,-17.096,-12.123,-15.724,-12.358,-14.332,-12.388,-12.944,-12.291,-11.56,-12.143,-10.19,-11.892,-8.8218,-11.638,-7.4523,-11.389,-6.0771,-11.173,-4.7009,-10.965,-3.3255,-10.75,-1.942,-10.597,-0.56056,-10.426,0.82387,-10.282,2.1929,-10.03,3.5203,-9.6111,4.8009,-9.0656,6.0541,-8.4596,7.3857,-8.0544,8.7542,-8.3089,9.8351,-9.186
12.509,20.135,13.535,20.839,14.76,21.057,15.992,21.24,17.103,20.68,18.204,20.099,19.119,19.256,19.851,18.25,20.548,17.219,21.404,16.315,22.19,15.35,23.074,14.474,24.079,13.741,25.022,12.928,26.045,12.22,27.007,11.431,28.009,10.692,28.946,9.8743,29.979,9.18,30.8,8.2443,31.603,7.2937,32.507,6.4389,33.204,5.408,34.017,4.4653,34.611,3.3718,35.327,2.3538,35.901,1.2499,36.528,0.17467,36.935,-1.0013,37.497,-2.1114,37.852,-3.3042,38.276,-4.4741,38.612,-5.6724,39.191,-6.7742,39.529,-7.9717,39.981,-9.1311,40.513,-10.256,41.213,-11.285,41.824,-12.369,42.462,-13.438,42.857,-14.618,43.012,-15.853,42.824,-17.083,42.186,-18.151,41.221,-18.937,40.199,-19.647,39.182,-20.364,38.065,-20.914,36.831,-21.069,35.612,-20.818,34.588,-20.111,33.735,-19.204,32.848,-18.332,32.188,-17.277,31.288,-16.417,30.37,-15.577,29.361,-14.849,28.391,-14.069,27.413,-13.299,26.463,-12.495,25.413,-11.827,24.563,-10.918,23.671,-10.051,22.739,-9.226,21.972,-8.2464,21.18,-7.286,20.501,-6.2436,19.639,-5.3453,18.947,-4.3113,18.359,-3.2145,17.756,-2.1258,17.125,-1.0531,16.65,0.097126,16.192,1.2542,15.66,2.3792,15.346,3.5835,14.811,4.7069,14.477,5.9058,14.114,7.096,13.613,8.2354,13.123,9.3789,12.528,10.472,11.914,11.554,11.217,12.586,10.613,13.674,10.107,14.811,9.9537,16.046,10.229,17.259,10.79,18.37,11.524,19.375
12.794,2.8293,14.076,2.1888,15.328,1.4911,16.572,0.78004,17.78,0.0081111,18.924,-0.85608,20.016,-1.7842,21.052,-2.7748,22.029,-3.8232,22.958,-4.9149,23.796,-6.0776,24.537,-7.3048,25.159,-8.5958,25.773,-9.8912,26.209,-11.257,26.699,-12.604,27,-14.005,27.157,-15.43,27.32,-16.854,27.382,-18.286,27.295,-19.716,27.129,-21.14,27.011,-22.569,26.548,-23.925,26.22,-25.32,25.699,-26.655,25.082,-27.95,24.468,-29.245,23.745,-30.482,22.935,-31.665,22.072,-32.809,21.114,-33.875,20.099,-34.888,19,-35.807,17.906,-36.733,16.766,-37.602,15.571,-38.394,14.441,-39.275,13.415,-40.277,12.672,-41.502,12.474,-42.922,11.965,-44.262,10.912,-45.234,9.4955,-45.455,8.0624,-45.485,6.9849,-44.539,6.5262,-43.181,6.4297,-41.751,6.4282,-40.318,6.5565,-38.89,6.644,-37.46,6.6603,-36.027,6.5153,-34.601,6.582,-33.169,6.6075,-31.736,6.7474,-30.309,6.8293,-28.878,6.9349,-27.449,6.9387,-26.015,7.1642,-24.6,7.2858,-23.172,7.4231,-21.745,7.2865,-20.318,7.4305,-18.892,7.3871,-17.46,7.0748,-16.061,7.0812,-14.627,6.7868,-13.225,6.6603,-11.797,6.2991,-10.41,6.0964,-8.9909,5.5719,-7.657,5.593,-6.2238,5.061,-4.8928,4.652,-3.5191,5.0599,-2.145,4.819,-0.73212,4.9466,0.69551,4.5195,2.0637,4.5468,3.4968,4.0486,4.8408,4.0006,6.2733,4.5072,7.6141,5.5788,8.5659,6.9813,8.862,8.2815,8.2588,9.1564,7.1234,9.8127,5.8492,10.572,4.6335,11.631,3.6675
51.472,7.5899,51.139,6.107,49.85,5.3021,48.346,5.0851,46.862,4.7565,45.422,4.2707,44.059,3.5983,42.74,2.8432,41.409,2.1085,40.01,1.5152,38.568,1.0366,37.139,0.5184,35.698,0.036151,34.226,-0.34251,32.736,-0.6432,31.235,-0.87972,29.766,-1.2704,28.298,-1.6653,26.86,-2.1557,25.464,-2.7571,24.153,-3.5256,22.871,-4.3411,21.42,-4.7959,19.903,-4.7059,18.407,-4.4392,16.908,-4.1867,15.39,-4.1246,13.875,-4.253,12.382,-4.5363,10.895,-4.8496,9.4215,-5.2211,7.966,-5.6586,6.4651,-5.8975,4.9455,-5.9244,3.4295,-6.0319,1.9182,-6.1923,0.40848,-6.367,-1.1113,-6.3587,-2.6303,-6.31,-4.15,-6.3281,-5.6611,-6.4903,-7.1384,-6.8475,-8.5338,-7.4496,-10.052,-7.5294,-11.238,-6.5795,-11.666,-5.1212,-11.118,-3.7034,-9.7862,-2.9715,-8.2673,-2.9179,-6.7872,-2.5731,-5.3675,-2.0304,-4.0155,-1.3364,-2.6263,-0.72,-1.1916,-0.21856,0.17685,0.44266,1.6371,0.86395,2.9981,1.5403,4.4221,2.0714,5.9283,2.2745,7.4414,2.4165,8.9322,2.7123,10.434,2.9438,11.905,3.3255,13.366,3.7438,14.652,4.5549,15.899,5.4234,17.223,6.1693,18.575,6.8638,20.094,6.9115,21.584,6.6141,23.018,6.1088,24.483,5.7037,25.988,5.9115,27.508,5.8959,28.97,6.3094,30.458,6.6203,31.918,7.0437,33.367,7.4998,34.731,8.1706,36.243,8.3215,37.742,8.0699,39.228,8.3879,40.733,8.1709,42.237,8.3856,43.755,8.3142,45.268,8.4591,46.769,8.6981,48.171,9.2855,49.62,9.7441,50.955,9.0191
-37.025,11.269,-36.811,12.464,-35.928,13.297,-34.716,13.241,-33.505,13.167,-32.326,13.456,-31.191,13.886,-30.101,14.419,-29.086,15.083,-27.93,15.455,-26.946,16.165,-25.775,16.48,-24.761,17.149,-23.599,17.496,-22.492,17.993,-21.331,18.346,-20.178,18.726,-19.012,19.063,-17.838,19.369,-16.65,19.618,-15.459,19.85,-14.261,20.044,-13.058,20.202,-11.85,20.315,-10.639,20.399,-9.428,20.475,-8.2152,20.518,-7.002,20.548,-5.8176,20.283,-4.6283,20.525,-3.4642,20.182,-2.2526,20.249,-1.0838,19.922,0.12379,19.802,1.3364,19.754,2.3928,19.157,3.6033,19.242,4.7511,18.848,5.9444,18.628,7.1266,18.353,8.33,18.197,9.5421,18.138,10.731,18.383,11.903,18.698,13.053,18.311,13.69,17.279,13.276,16.138,12.414,15.284,11.215,15.472,10.003,15.52,8.8241,15.231,7.7162,14.736,6.584,14.299,5.5042,13.746,4.4275,13.186,3.3101,12.712,2.2009,12.22,1.0845,11.744,-0.063805,11.352,-1.1709,10.855,-2.3637,10.631,-3.408,10.013,-4.6132,10.154,-5.435,9.2616,-6.6357,9.4377,-7.8302,9.2235,-8.8796,8.6141,-10.043,8.9593,-11.148,8.4576,-12.356,8.5738,-13.547,8.3406,-14.76,8.3519,-15.973,8.3068,-17.185,8.2475,-18.392,8.3732,-19.605,8.4219,-20.816,8.5009,-22.024,8.6153,-23.225,8.7892,-24.426,8.9609,-25.617,9.1937,-26.805,9.4424,-27.99,9.7036,-29.174,9.9705,-30.357,10.239,-31.553,10.444,-32.761,10.566,-33.968,10.447,-35.118,10.057,-36.309,10.289
22.414,7.6452,21.915,6.7506,21.019,6.2535,19.999,6.3355,18.975,6.3085,18.066,5.8366,17.367,5.0881,16.662,4.3452,15.848,3.7236,14.964,3.2057,14.069,2.7079,13.123,2.3157,12.174,1.9305,11.194,1.6325,10.193,1.4134,9.1846,1.2369,8.1718,1.0844,7.1557,0.95639,6.1339,0.88576,5.1103,0.8523,4.0861,0.8437,3.0619,0.83817,2.0378,0.85021,1.0142,0.88463,-0.0092493,0.92404,-1.0314,0.98864,-2.054,1.0454,-3.072,1.1585,-4.0862,1.3009,-5.0943,1.4819,-6.0953,1.6987,-7.0581,2.0479,-8.0499,2.3032,-8.948,2.7956,-9.8742,3.2328,-10.778,3.7138,-11.67,4.2181,-12.515,4.7963,-13.272,5.4863,-13.96,6.2451,-14.801,6.829,-15.807,7.0245,-16.827,7.1168,-17.76,7.5398,-18.375,8.3585,-18.249,9.3749,-17.506,10.08,-16.491,10.216,-15.466,10.23,-14.536,10.659,-13.683,11.226,-13.096,12.065,-12.17,12.501,-11.629,13.371,-10.606,13.403,-9.6904,13.862,-8.9903,14.61,-7.9669,14.568,-7.126,15.153,-6.1018,15.162,-5.1551,15.552,-4.1312,15.58,-3.125,15.771,-2.1032,15.701,-1.0912,15.859,-0.069233,15.792,0.95349,15.847,1.9771,15.814,3.0011,15.792,4.0237,15.735,5.0429,15.634,6.0641,15.556,7.0876,15.517,8.1078,15.427,9.1057,15.196,10.123,15.081,11.109,14.802,12.122,14.648,12.907,13.99,13.913,13.801,14.602,13.043,15.549,12.652,16.357,12.023,17.124,11.344,17.707,10.502,18.45,9.7974,19.439,9.5304,20.462,9.5627,21.459,9.3246,22.232,8.6532
-0.58578,21.648,-0.3599,20.479,-1.2953,19.741,-1.7047,18.623,-2.3222,17.604,-2.4721,16.422,-2.7206,15.257,-3.0054,14.1,-3.6452,13.096,-3.9473,11.943,-4.5599,10.922,-5.0679,9.8441,-5.6079,8.7823,-6.1612,7.7273,-6.7041,6.667,-7.2401,5.6031,-7.7941,4.5486,-8.3288,3.4841,-8.8646,2.4202,-9.4354,1.3746,-9.9795,0.31482,-10.541,-0.73586,-11.119,-1.7774,-11.698,-2.8185,-12.278,-3.8591,-12.867,-4.8944,-13.481,-5.9154,-14.069,-6.9514,-14.671,-7.9789,-15.277,-9.0048,-15.858,-10.045,-16.437,-11.086,-17.016,-12.127,-17.601,-13.164,-18.223,-14.18,-18.814,-15.215,-19.439,-16.229,-20.101,-17.219,-20.802,-18.183,-21.578,-19.086,-22.523,-19.811,-23.28,-20.731,-23.931,-21.729,-24.503,-22.774,-24.761,-23.937,-25.935,-24.142,-25.768,-22.963,-24.935,-22.111,-24.619,-20.962,-24.032,-19.926,-23.732,-18.773,-23.71,-17.582,-23.163,-16.523,-22.875,-15.368,-22.357,-14.295,-21.786,-13.249,-21.333,-12.148,-20.707,-11.134,-20.265,-10.028,-19.659,-9.0022,-19.158,-7.9214,-18.562,-6.8899,-18.051,-5.8139,-17.447,-4.7873,-16.982,-3.6906,-16.333,-2.6917,-15.849,-1.6032,-15.219,-0.59247,-14.653,0.45618,-14.127,1.525,-13.463,2.5136,-12.925,3.5767,-12.329,4.6081,-11.764,5.6568,-11.119,6.6579,-10.544,7.7012,-9.9774,8.7493,-9.334,9.7518,-8.7656,10.799,-8.1046,11.79,-7.5722,12.855,-6.8936,13.834,-6.2528,14.839,-5.5585,15.807,-4.8266,16.747,-3.8047,17.359,-3.156,18.358,-2.4794,19.338,-1.79,20.31,-1.7678,21.501
